home,away,percent,aaa,aab,aac,aad,aae,aaf,aag,aah,aai,aaj,aak,aal,zzzz,aam,aan,aao,aap,aaq,aar,aas,aat,aau,aav,aaw,aax,aay,aaz,aba,aca,ada,aea,afa,aga,aha,aia,aja,aka,ala,ama,ana,aoa,apa,aqa,ara,asa,ata,aua,ava,awa,axa,aya,aza,baa,caa,daa,eaa,faa,gaa,haa,iaa,jaa,kaa,laa,maa,naa,oaa,paa,qaa,raa,saa,taa,uaa,vaa,waa,xaa,ptpa,ptpb,Result
Hawthorn,Carlton,0.9678643264531034,15.14140952263912,16.29739275814936,236.65308299563011,183.40202209686447,420.0551050924946,118.6504303014664,3.456397813475701,61.56013558675934,125.00757027770601,284.5780815299774,409.5856518076834,54.744470971613424,13.185436438835419,12.382077892836424,35.71505911358071,58.69130622764182,78.04479067808279,43.30172995424291,15.494136112882408,11.267619138345713,1803.5073141374658,12.189524230191326,27.59381918758501,34.073263136496266,7.551616056885135,45.978409697022144,64.92344090416057,70.29524700964808,9.693365549195809,32.954329573521406,27.57853170805652,59.96613939032163,25.94015219835274,25.082383216876707,21.621545790568018,33.75467363822118,10.0379944933864,8.073630265995597,203.51449814623177,174.32878577893632,377.84328392516807,73.62046907044805,7.719026414771233,84.23698964846069,144.278079394598,219.66863346722866,363.94671286182665,51.262942980410166,4.460210603666592,12.107334229253837,45.95781304965717,37.61740780272875,73.20371210037527,47.640406333152356,20.08305903673181,15.4688535101967,1604.9463405838678,8.082096752125123,48.644930320364,43.35075537165216,6.441605230097738,51.19000835854794,74.98301569556325,69.35348114037036,11.079956377289257,19.668729587798715,19.777184398084096,38.84820153910422,28.50174399882773,28.35190936640824,27.054944619814453,21.211526746548337,UTAS,57.71097179441512,-8.002346781500089,Richmond,Sydney Swans,win
Collingwood,West Coast Eagles,0.11193260181133856,11.87708025071499,11.469758801290522,182.2207573314502,171.72291865549022,353.94367598694043,65.0903494908452,1.5367466165326924,83.44429509875611,157.2954008783717,204.26021807085456,361.55561894922624,49.385517494003665,7.5533600656416695,11.862975971846721,33.40556181608771,53.20155338836701,70.26630347226863,58.506935035978955,20.238198360952673,24.330011259609925,1482.5423048766822,13.146195172312439,30.028914152595608,41.86262589551848,7.6232233682604145,48.32130893677468,72.92225156478035,75.74320247221254,18.81352653504682,24.511951169435577,23.990352596501527,49.64795119815044,28.508855353621424,28.494041744476498,26.021724718328805,25.943686622914726,10.58922217859001,6.73724994784344,186.21256800658796,129.94919655720804,316.161764563796,63.649721115901606,1.212155600292239,83.29425388713594,139.83839208069298,176.14354316831538,315.9819352490084,39.240397877776694,9.034585973393392,9.478749310858577,43.102635259582975,43.263616728381294,69.7524366557666,47.12765201474164,21.331324751187843,19.431134984025746,1419.0754141085056,9.798157076292956,41.61525968837724,52.57076644582619,4.926573218220305,57.49808428572571,73.94743174058941,71.30806181001748,5.755219473851013,18.528453862464897,26.961397641700465,46.93867498545699,21.737077369229368,29.371855139407078,23.684402726545535,25.238685566706007,MCG,-35.33310238483767,7.498930784311419,North Melbourne,Melbourne,win
Brisbane Lions,Port Adelaide,0.08462988266259275,18.072681294065802,8.905596476853361,205.24786465227527,158.41660807604583,363.66447272832113,73.8368263216772,6.766596585652736,67.91387409229708,153.88860211853302,200.07390822194043,353.96251034047344,53.3845016448288,10.922453588638044,8.90531565401967,36.04856856300953,54.56985145872803,71.39877106122093,55.900893744620944,14.431390295598511,22.272921921421908,1526.7456627787278,19.957407420535905,36.52332891569672,52.26303279255044,13.706570059773792,60.74882058036658,77.09017572075074,67.477909248155,12.579071198972295,29.2616939127156,33.64612230046648,54.69055146380439,26.208213295257778,28.330503426771962,24.23680270737148,28.40246403420551,10.249895036868299,6.551247155319611,209.96946789965196,163.6515410554317,373.62100895508365,63.79051228324174,8.659987918781304,75.53314935445368,154.46530771121334,206.25260230440594,360.7179100156193,55.61459594469302,7.506104308061376,7.490958305564911,29.626412262514474,81.40531379235867,65.32830370757668,64.02452601891486,17.71705044918091,21.592517168207237,1501.3321486609623,13.579157829292711,43.67399293471159,45.142096311265796,6.921825295267984,59.50568453869257,91.56837888049027,87.04586617326189,10.937759886988417,17.31056820841749,19.078018493658114,32.34415405621739,27.763866321554868,27.73457189720153,25.576421787869567,26.178699531422264,G,15.772627374776604,-11.199447328838264,Essendon,GWS Giants,loss
GWS Giants,Richmond,0.5033079258124218,12.909691269693173,13.072941010915253,239.7411626159145,156.2855068655251,396.0266694814396,58.0964441228506,7.46957232634146,88.04821643572429,187.47262771716817,198.19726100834708,385.66988872551525,61.59954570584876,7.880745930886118,8.808553735829067,61.12950768207176,62.77289020199304,63.91515981176196,70.58838262457164,19.709728770575257,18.34033534312731,1674.6260187425821,15.622778813533657,43.5294975030502,47.35109794841418,8.428604861151756,43.27363937761158,87.7367945584276,93.65581347053715,23.005185328819717,29.279677649314184,20.59282806092468,47.29993323152959,25.282087314514058,27.096734059899017,30.900694900365096,28.818427469887137,6.989863752316038,12.52222154600302,189.16134974695635,159.95481795744266,349.116167704399,84.59722600190088,3.5190424754130745,53.80995167424641,134.79080811263012,214.29758910620075,349.08839721883083,38.824641524569444,11.698810111178549,11.24460306645764,43.62203559135145,28.374118628225077,72.2921026710142,51.87266224444883,11.825696661073707,15.644522796449122,1419.4007377814198,15.37541907370895,30.70690090987277,38.620536049886084,3.174556931057284,31.353964246671655,70.32252801728909,62.92600145387117,8.16027395084556,21.629765793022155,17.29369401554841,55.9155798296023,23.507155842575006,25.528417932798103,24.992269330841346,27.33326783180077,UNSW,27.257466104369925,-53.468209145563705,Port Adelaide,Hawthorn,win
North Melbourne,St Kilda,0.7642635680021975,16.434205795958025,15.781313573495382,201.016249201831,191.3443030411168,392.36055224294785,84.57318980789516,10.609849763228905,62.383009580995335,148.49805739830452,244.59770807391033,393.0957654722149,58.42688304788204,11.937067572940936,7.386102487056404,35.43606970909463,45.375640479523966,75.48342258877429,49.40000931024756,26.187116223439226,21.650267876532038,1600.0478920875748,22.55091162494559,26.51860389885883,33.829178217082834,10.911402880635297,48.04279360699256,72.92371190157625,73.65408141292325,13.446969055086154,33.9444447868115,27.821030011759028,57.90473555436891,25.733446693318836,25.912943933545378,28.38700060743448,29.682835603681543,11.81796807601602,10.766173581171206,211.55449168239656,174.27767937398764,385.8321710563842,103.03013634885282,3.5358859999737238,64.07006772173594,143.92420411167467,245.8864468837175,389.81065099539217,50.34045841343658,10.881126004441033,19.376188988856214,44.25711155997409,39.29879904660645,76.90218196396799,51.84397095307923,22.245780409983666,22.71332116076467,1628.626424253598,10.597022604385272,30.72236229746051,37.500775449883996,5.527088844782142,53.20120861083641,65.41511768193774,74.47687028965363,10.610085789157761,22.755237034809817,23.381541331708735,44.660665486993814,27.965805874259914,26.882309658334997,21.369618520838507,30.255832602446723,MRVL,26.268805692397212,17.863926490773824,Collingwood,Western Bulldogs,win
Melbourne,Gold Coast Suns,0.6138934475106723,8.649876518026055,11.42261699613011,199.39619424963706,206.5204341902463,405.9166284398833,70.13368178048762,3.5459035587091905,90.98064179690314,154.87351235583859,248.6880014514886,403.5615138073272,63.32662815247833,12.136669053242874,8.608983155220907,44.93686689954646,46.64013614073369,72.50099903431759,61.77919465778878,17.646145156356138,20.40444138952452,1650.2446276500946,14.4485869192895,32.115205395187004,29.982969882146932,6.111141652937933,38.72040937360757,72.23855501594937,72.92760341695912,15.496420071994184,22.648781233368936,13.994009737057734,35.85429830624221,26.9785169480125,29.245451202712424,26.10834835647761,22.805416307026018,14.894486403490573,9.316759544825013,228.37144435740697,148.04119660352876,376.41264096093573,113.3108671662507,14.332818263051783,81.44574746443699,135.22530712507353,237.24679065037282,372.4720977754464,56.30770989161235,11.832056805650065,11.656325925519441,31.086964770024256,48.28818380057293,75.75352834326867,42.627539665971376,18.388543352312276,13.286616293056392,1755.2116548447143,18.032441889846265,23.430297194902558,29.88446846609072,11.330314644221497,60.617012137548116,61.896001333752096,62.04528980014463,15.476770107791273,24.26404310359496,26.235474353978503,43.51944190272569,32.56631971248292,28.001900010352095,24.057729299504693,26.829533899680534,MCG,-9.73668501191556,12.567434975126787,West Coast Eagles,Fremantle,win
Adelaide Crows,Essendon,0.9751587650036044,8.487577652960255,12.949664894425528,221.8037916537571,135.01065312977317,356.8144447835303,80.47892428993279,1.4964423606038975,70.38058062071372,152.31096917267112,192.7956704074824,345.1066395801535,48.24369519994329,8.443005400884571,9.142844847320225,45.61218803925316,42.311760327704164,63.93964528722341,55.18016816294128,17.200463526169873,14.628790462560598,1541.193187563399,14.155967040909667,38.34467761176396,40.3994743390351,4.558288684117176,34.79420824518999,79.42205657791108,74.59832940780537,7.969851303939301,23.783046378778604,17.214431475595553,49.05298222697104,25.810270814847946,26.160984371343176,25.584589702347248,24.147688961836153,11.87012805455883,18.45749138615703,201.27848326547172,147.60668552418736,348.885168789659,90.34379637142874,7.0216737057697,79.06849558994269,146.4695798133747,203.5906143451393,350.060194158514,63.36024075033684,14.825956629831346,19.2860438549333,42.45716603123699,59.03336689208289,69.65529102557406,49.19655878816379,22.698122956017833,12.650094117318726,1603.2374586676556,16.926741358086094,23.92667563141099,33.43139128361757,7.524698889254446,37.9105893514656,65.42682920628866,76.21110583479765,13.736712819182353,31.558283686086792,18.857703245371678,49.76376499740725,29.409220708270507,23.765960524791808,28.6386858197693,26.96503316644118,AO,-17.4046628548953,-33.557948997418045,Geelong Cats,Brisbane Lions,win
Fremantle,Sydney Swans,0.186084115802811,11.35039226591312,8.609426220592997,187.14451707837287,185.04403254759328,372.1885496259662,81.2456643081538,6.321914612557432,66.53577210084971,125.87032453884777,243.2535411842728,369.1238657231206,40.83279599771943,10.842924023972063,6.325480891579394,46.126023137867705,49.20320653788929,73.6669152881216,49.81299007497672,12.416912675036688,18.93695477602766,1519.8455489590583,12.154309819810122,29.2442576900396,43.581628434238205,9.291634304021619,59.41836485167348,66.52850709946429,63.56913231113191,10.268048438570833,19.07639749067406,27.79246882968687,46.69143903260088,31.413364876749746,26.954953276025677,24.36818935549231,24.3515154046768,10.16879911977548,13.160185214049468,188.267980021494,189.01783327032584,377.28581329181986,70.09588894802579,7.483677578055821,75.81653860145482,166.2952313412852,212.15081877909267,378.44605012037783,54.43739257331205,7.081149373313611,12.65689007091128,49.542163467697335,40.91822809427926,67.45801044587087,56.32569751201649,15.110334937893507,20.111557720770477,1534.8842330310122,15.892131476003676,38.204468467950626,41.17067822012874,5.954753846574563,39.679788046763036,71.55243278527341,76.85776894453082,14.32926935311225,25.76985456201683,18.805749864437782,47.46523143268914,30.744437517558723,28.564629068301297,30.236891853211933,19.413729925062004,DS,-23.20459203163199,5.252294913557153,Gold Coast Suns,Carlton,loss
Richmond,Collingwood,0.6432815018234713,3.7979727504632077,6.504444309200604,201.83226994939128,139.19096359148853,341.0232335408798,108.11944520038018,2.303808495082615,65.96199033484929,120.55816162252603,218.05951782124018,338.6176794437662,38.16492830491389,7.93976202223571,15.048920613291529,43.12440711827029,30.474823725645017,71.81842053420284,57.57453244888977,21.565139332214745,19.928904559289826,1506.2801475562842,11.07508381474179,27.141380181974554,42.92410720997722,2.234911386211457,26.27079284933433,66.86450560345781,63.78520029077424,8.832054790169112,13.925953158604433,9.778738803109682,36.463115965920466,27.701431168515,25.10568358655962,24.99845386616827,31.466653566360154,12.775416050142999,12.693951760258106,195.64415146629005,204.74458373109806,400.3887351973881,75.41806989816905,5.107349323306539,109.48885901975123,151.45908017567433,252.85204361417092,404.3111237898453,47.47710349880074,11.110672013128335,11.172595194369345,49.08111236321755,50.640310677673405,73.09326069445373,46.901387007195794,17.647639672190536,15.266002251921986,1770.9084609753365,15.629239034462488,40.005782830519124,35.5725251791037,7.124644673652083,54.86426178735494,65.78445031295607,64.74864049444251,16.562705307009367,23.302390233887117,26.958070519300307,49.04959023963009,26.701771070724284,28.698808348895298,25.20434494366576,26.188737324582945,MCG,-17.89364182911274,8.133379523032467,GWS Giants,West Coast Eagles,win
Melbourne,Hawthorn,0.06032563160378219,8.929975303605211,11.884523399226023,211.07923884992744,179.70408683804928,390.7833256879767,104.42673635609754,15.109180711741839,83.79612835938065,135.77470247116773,252.1376002902977,387.91230276146547,55.06532563049567,17.627333810648576,12.121796631044182,62.587373379909295,51.72802722814674,75.06019980686352,46.755838931557754,14.72922903127123,14.480888277904905,1740.448925530019,12.8897173838579,33.423041079037404,29.996593976429388,7.622228330587587,40.464081874721515,68.84771100318989,64.98552068339183,14.299284014398838,22.12975624667379,16.39880194741155,40.370859661248446,27.395703389602502,30.849090240542484,28.221669671295523,24.561083261405205,11.028281904527825,14.459478551629873,206.53061659912603,159.8804044193729,366.41102101849896,101.3300860602933,6.2912795626951405,45.91202711735187,114.60151405554122,247.3156163059955,361.9171303615367,52.548894194322685,13.037087287767084,13.676415578567287,33.543011822716146,55.73826124552836,77.04895813561656,37.46034599084858,15.098827222576482,12.653523827669144,1518.3014628274932,9.437904846038265,20.518763837517003,38.014652627299256,6.310323211377028,43.995681939404435,64.98468818083211,67.65904940192962,5.938673109839161,24.990865914704283,20.875706341611306,47.35322787806433,26.18803043967055,23.01647664337534,26.324309158113604,26.750934727644236,MCG,-0.34733700238311194,26.742194358883026,Gold Coast Suns,Carlton,win
Gold Coast Suns,GWS Giants,0.1478205274769175,10.178897280698115,9.863351908965003,180.8742888714814,142.40823932070577,323.28252819218716,73.06217343325015,6.066563652610357,84.2891494928874,139.8450614250147,185.84935813007456,325.6944195550893,44.061541978322474,10.366411361130012,15.131265185103889,23.01739295400485,48.05763676011459,70.35070566865375,41.32550793319428,14.077708670462457,13.85732325861128,1450.242330968943,6.606488377969253,26.68605943898051,41.17689369321815,6.266062928844299,43.403402427509626,62.77920026675042,66.80905796002894,19.095354021558254,23.252808620718994,22.8470948707957,53.58388838054514,30.513263942496586,29.60038000207042,25.81154585990094,25.365906779936108,16.181938253938636,9.814588202183051,218.3482325231829,175.25710137310503,393.60533389628796,98.01928882457013,19.093914465268295,72.80964328714487,141.49452554343364,248.43945220166944,389.93397774510305,63.519909141169755,14.376149186177225,5.7617107471658136,41.02590153641435,39.75457804039861,72.6230319623524,59.71767652491433,20.74194575411505,22.868067068625464,1690.9252037485164,13.12455576270673,36.705899500610045,37.470219589682834,12.085720972230352,57.21472787552232,68.74735891168552,72.33116269410743,19.801037065763943,28.25593552986284,25.39856561218494,44.49998664630592,28.05641746290281,26.419346811979803,29.180138980073018,24.763685493977427,MS,0.9134869950253575,12.651493220873984,Melbourne,Richmond,loss
